Year,FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,State (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Metropolitan and Micropolitan Statistical Area,Principal City Indicator,Geographic Identifier,Area (Land),Area (Water),Total Population,Area Total,Area (Land),Area (Water),Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More races,Population 16 Years and over,Population 16 Years and over: In labor force,Population 16 Years and over: In labor force: In Armed Forces,Population 16 Years and over: In labor force: Civilian,Population 16 Years and over: In labor force: Civilian: Employed,Population 16 Years and over: In labor force: Civilian: Unemployed,Population 16 Years and over: Not in labor force,Civilian Population In Labor Force 16 Years And Over,Civilian Population In Labor Force 16 Years And Over: Employed,Civilian Population In Labor Force 16 Years And Over: Unemployed,Median household income (In 2013 Inflation adjusted dollars),Households: Gini Index,Housing units,Median year structure built,Owner-occupied housing units: Median value,Renter-occupied housing units,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Less than 10 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 10 to 29 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 30 to 49 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 50 percent or More,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Not computed,Renter-Occupied Paying Cash Rent: Median Gross Rent as a Percentage of Household Income In 2013,Families,Families: Income in 2013 below poverty level,Families: Income in 2013 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level,Families: Income in 2013 below poverty level: Married Couple Family: No related children under 18 Years,"Families: Income in 2013 below poverty level: Male Householder, no wife present","Families: Income in 2013 below poverty level: Male Householder, no wife present: With related children under 18 Years","Families: Income in 2013 below poverty level: Male Householder, no wife present: No related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present","Families: Income in 2013 below poverty level: Female Householder, no husband present: With related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present: No related children under 18 Years",Families: Income in 2013 at or above poverty level,Population Age 18 to 64 for whom poverty status is determined,Population Age 18 to 64 for whom poverty status is determined: Living in Poverty,Population Age 18 to 64 for whom poverty status is determined: At or Above Poverty Level
2013,4.04E+11,"Oklahoma City city (part); Oklahoma City, OK Metro Area; Oklahoma","Oklahoma City city (part); Oklahoma City, Oklahoma City, Oklahoma",ok,321,0,ACSSF,8296,40,55000,4055000,36420,Y,32100US403642055000,1569325440,37324163,590896,620.3309,605.92,14.41094,590896,395650,85601,18684,23454,289,26542,40676,455059,305536,3163,302373,281811,20562,149523,302373,281811,20562,45815,0.4701,257487,1975,132900,92381,2937,39569,20969,22287,6619,30.20000076,142805,20155,5175,1562,2157,1704,453,11261,10152,1109,122650,367392,59670,307722
2013,3.51E+11,"Albuquerque city; Albuquerque, NM Metro Area; New Mexico","Albuquerque city; Albuquerque, Albuquerque, New Mexico",nm,321,0,ACSSF,4066,35,2000,3502000,10740,Y,32100US351074002000,486218256,4702696,549812,189.5456,187.7299,1.815721,549812,391480,18279,23415,14767,502,79328,22041,433493,286043,1235,284808,261051,23757,147450,284808,261051,23757,47989,0.4585,240277,1979,186500,88906,3021,37528,20787,21470,6100,30.60000038,134066,18937,4385,2004,2427,1769,658,10121,8995,1126,115129,348877,58557,290320
2013,44606077000,"Tucson city; Tucson, AZ Metro Area; Arizona","Tucson city; Tucson, Tucson, Arizona",az,321,0,ACSSF,7819,4,77000,477000,46060,Y,32100US044606077000,587173307,842214,523278,227.0341,226.7089,0.3251806,523278,396025,26814,13826,14166,714,52930,18803,418362,259588,3495,256093,224652,31441,158774,256093,224652,31441,37032,0.4625,231237,1977,141600,100813,2342,37893,24023,29531,7024,34,113026,20939,4977,2237,2589,1791,798,11136,9353,1783,92087,323727,79586,244141
2013,62342027000,"Fresno city; Fresno, CA Metro Area; California","Fresno city; Fresno, Fresno, California",ca,321,0,ACSSF,37847,6,27000,627000,23420,Y,32100US062342027000,289966538,910373,500819,112.3082,111.9567,0.351497,500819,266078,39366,4854,64052,1009,101687,23773,367621,228582,309,228273,192527,35746,139039,228273,192527,35746,42015,0.477,173000,1977,180100,82829,2184,28476,20725,27458,3986,36.59999847,110229,25770,7419,1701,3732,3070,662,12918,11550,1368,84459,299917,77371,222546
2013,64090064000,"Sacramento city; Sacramento--Roseville--Arden-Arcade, CA Metro Area; California","Sacramento city; Sacramento--Roseville--Arden-Arcade, Sacramento--Roseville--Arden-Arcade, California",ca,321,0,ACSSF,37891,6,64000,664000,40900,Y,32100US064090064000,253599699,5673097,471477,100.1058,97.9154,2.190395,471477,237303,65373,4325,86357,6384,39683,32052,369218,236886,496,236390,202226,34164,132332,236390,202226,34164,49753,0.4603,193273,1972,225900,91442,2377,36208,22925,26461,3471,33.5,104023,18037,5180,1786,2092,1749,343,8979,7731,1248,85986,300417,60486,239931
2013,63108043000,"Long Beach city; Los Angeles-Long Beach-Anaheim, CA Metro Area; California","Long Beach city; Los Angeles-Long Beach-Anaheim, Los Angeles-Long Beach-Anaheim, California",ca,321,0,ACSSF,37859,6,43000,643000,31080,Y,32100US063108043000,,,465424,,,,465424,245629,62632,4279,59464,3700,60985,28735,364837,244464,457,244007,213580,30427,120373,244007,213580,30427,52711,0.4756,175755,1956,417600,96899,2158,38049,24211,29401,3080,33.59999847,99021,16224,4318,1116,2125,1794,331,8665,7161,1504,82797,301957,54886,247071
2013,2.93E+11,"Kansas City city; Kansas City, MO-KS Metro Area (part); Missouri","Kansas City city; Kansas City, Kansas City, Missouri",mo,321,0,ACSSF,12501,29,38000,2938000,28140,Y,32100US292814038000,815717156,10575319,462378,319.0333,314.9502,4.083154,462378,277200,135232,2283,11139,1022,19372,16130,362655,248049,356,247693,223757,23936,114606,247693,223757,23936,45275,0.4759,225145,1964,134600,84141,2475,36293,18251,22248,4874,30.60000038,108776,15770,2352,1318,1642,1239,403,10458,9113,1345,93006,294592,51254,243338
2013,43806046000,"Mesa city; Phoenix-Mesa-Scottsdale, AZ Metro Area; Arizona","Mesa city; Phoenix-Mesa-Scottsdale, Phoenix-Mesa-Scottsdale, Arizona",az,321,0,ACSSF,7810,4,46000,446000,38060,Y,32100US043806046000,353409966,1580758,447002,137.0627,136.4523,0.6103341,447002,373732,15333,9546,8655,1750,25953,12033,347697,217177,111,217066,196018,21048,130520,217066,196018,21048,48547,0.4273,199496,1986,151400,63525,1548,26834,16050,15942,3151,31.5,109106,12733,3630,1951,1487,1125,362,5665,4915,750,96373,266691,40610,226081
2013,5.15E+11,"Virginia Beach city; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia","Virginia Beach city; Virginia Beach-Norfolk-Newport News, Virginia Beach-Norfolk-Newport News, Virginia",va,321,0,ACSSF,10722,51,82000,5182000,47260,Y,32100US514726082000,644948896,643150238,442151,497.3379,249.0162,248.3217,442151,303342,84745,1388,28135,620,4954,18967,349540,248871,22637,226234,211587,14647,100669,226234,211587,14647,65219,0.4101,178753,1981,267600,59105,843,25367,17099,12925,2871,31.39999962,112631,6824,1136,745,434,349,85,4509,4168,341,105807,280054,18978,261076
2013,1.31E+11,"Atlanta city; Atlanta-Sandy Springs-Roswell, GA Metro Area; Georgia","Atlanta city; Atlanta-Sandy Springs-Roswell, Atlanta-Sandy Springs-Roswell, Georgia",ga,321,0,ACSSF,11250,13,4000,1304000,12060,Y,32100US131206004000,344861307,2219186,432589,134.0085,133.1517,0.8568326,432589,170176,231628,706,15674,129,6238,8038,358651,233089,322,232767,201713,31054,125562,232767,201713,31054,46631,0.583,225051,1973,210000,97920,3300,39741,21472,26589,6818,31.60000038,78858,15935,1217,1233,1349,702,647,12136,10062,2074,62923,282424,63119,219305
2013,81782016000,"Colorado Springs city; Colorado Springs, CO Metro Area; Colorado","Colorado Springs city; Colorado Springs, Colorado Springs, Colorado",co,321,0,ACSSF,6899,8,16000,816000,17820,Y,32100US081782016000,503857525,947180,425805,194.9062,194.5405,0.3657083,425805,340974,26584,3067,12128,1112,20258,21682,331703,227959,9903,218056,196816,21240,103744,218056,196816,21240,53962,0.4466,180259,1982,209100,68959,1826,31704,17496,15505,2428,29.79999924,106512,10462,2664,1038,1022,841,181,5738,5073,665,96050,269407,34688,234719
2013,3.14E+11,"Omaha city; Omaha-Council Bluffs, NE-IA Metro Area (part); Nebraska","Omaha city; Omaha-Council Bluffs, Omaha-Council Bluffs, Nebraska",ne,321,0,ACSSF,6555,31,37000,3137000,36540,Y,32100US313654037000,329157346,9036153,422499,130.5772,127.0884,3.488878,422499,320738,55187,2938,10933,221,19639,12843,327991,232996,446,232550,214975,17575,94995,232550,214975,17575,48052,0.4721,182199,1966,133500,69373,1932,31657,15679,16849,3256,29.70000076,99324,11734,2667,1058,1284,1067,217,6725,5976,749,87590,262031,39881,222150
2013,3.74E+11,"Raleigh city (part); Raleigh, NC Metro Area; North Carolina","Raleigh city (part); Raleigh, Raleigh, North Carolina",nc,321,0,ACSSF,13680,37,55000,3755000,39580,Y,32100US373958055000,369029151,2839544,413371,143.5793,142.483,1.096354,413371,249437,122070,1124,17860,252,14074,8554,326525,230586,432,230154,209813,20341,95939,230154,209813,20341,54373,0.4636,178352,1990,207500,75402,2248,34377,17596,18700,2481,29.89999962,92397,10915,2592,677,1314,1137,177,6332,5808,524,81482,264559,40702,223857
2013,1.23E+11,"Miami city; Miami-Fort Lauderdale-West Palm Beach, FL Metro Area; Florida","Miami city; Miami-Fort Lauderdale-West Palm Beach, Miami-Fort Lauderdale-West Palm Beach, Florida",fl,321,0,ACSSF,19677,12,45000,1245000,33100,Y,32100US123310045000,92905577,52298641,407526,56.06366,35.87104,20.19262,407526,305280,80660,484,3652,37,12817,4596,339720,208203,220,207983,180453,27530,131517,207983,180453,27530,30375,0.5545,187938,1967,217600,101402,1633,30213,27603,35946,6007,39.70000076,85100,21199,4394,3644,2335,1402,933,10826,8680,2146,63901,262055,66568,195487
2013,64186053000,"Oakland city; San Francisco-Oakland-Hayward, CA Metro Area; California","Oakland city; San Francisco-Oakland-Hayward, San Francisco-Oakland-Hayward, California",ca,321,0,ACSSF,37897,6,53000,653000,41860,Y,32100US064186053000,144484543,57539591,397011,78.00196,55.7858,22.21616,397011,156236,107015,2628,65354,2370,40912,22496,322048,213821,301,213520,186608,26912,108227,213520,186608,26912,52583,0.512,170977,1949,428900,92248,2280,37479,22387,26617,3485,32.70000076,83505,13901,3377,1163,1889,1350,539,7472,6027,1445,69604,264197,49736,214461
2013,3.92E+11,"Cleveland city; Cleveland-Elyria, OH Metro Area; Ohio","Cleveland city; Cleveland-Elyria, Cleveland-Elyria, Ohio",oh,321,0,ACSSF,19441,39,16000,3916000,17460,Y,32100US391746016000,201234202,12351419,394335,82.46587,77.69697,4.76891,394335,159295,206241,1397,6517,103,9037,11745,311555,184078,102,183976,147556,36420,127477,183976,147556,36420,26217,0.4984,212640,1939,76700,91989,3425,31094,19514,28661,9295,35.20000076,86107,26310,2896,1917,2883,2187,696,18614,16400,2214,59797,244713,77690,167023
2013,4.05E+11,"Tulsa city; Tulsa, OK Metro Area; Oklahoma","Tulsa city; Tulsa, Tulsa, Oklahoma",ok,321,0,ACSSF,8301,40,75000,4075000,46140,Y,32100US404614075000,509590364,10967865,393709,200.9887,196.754,4.234716,393709,262403,59874,16743,9549,383,16593,28164,307743,201427,241,201186,185185,16001,106316,201186,185185,16001,41241,0.515,186311,1971,122200,76313,2927,33176,17518,17159,5533,29.60000038,95073,15260,3287,1292,1449,1150,299,9232,8433,799,79813,242823,43634,199189
2013,2.73E+11,"Minneapolis city; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minnesota","Minneapolis city; Minneapolis-St. Paul-Bloomington, Minneapolis-St. Paul-Bloomington, Minnesota",mn,321,0,ACSSF,13298,27,43000,2743000,33460,Y,32100US273346043000,139789184,9052448,389112,57.46808,53.97291,3.49517,389112,260528,67991,6097,23045,117,13807,17527,317471,232940,59,232881,210539,22342,84531,232881,210539,22342,49885,0.5023,179731,1943,208100,83982,2343,37416,19118,21569,3536,30.29999924,74398,11707,1874,690,1475,1052,423,7668,6953,715,62691,266891,55862,211029
2013,2.05E+11,"Wichita city; Wichita, KS Metro Area; Kansas","Wichita city; Wichita, Wichita, Kansas",ks,321,0,ACSSF,8460,20,79000,2079000,48620,Y,32100US204862079000,412571486,11136472,383703,163.5946,159.2948,4.299816,383703,286707,43002,3658,19117,359,13760,17100,292733,199767,1800,197967,179145,18822,92966,197967,179145,18822,46011,0.4527,167131,1970,117500,58896,2297,26648,13430,13111,3410,29,92791,12213,3297,829,1268,1002,266,6819,6196,623,80578,234182,36826,197356
2013,7.24E+11,"San Juan zona urbana; San Juan-Carolina-Caguas, PR Metro Area; Puerto Rico","San Juan zona urbana; San Juan-Carolina-Caguas, San Juan-Carolina-Caguas, Puerto Rico",pr,321,0,ACSSF,6772,72,76770,7276770,41980,Y,32100US724198076770,102305007,17914425,374129,46.41698,39.50019,6.916798,374129,241210,63371,1766,4007,0,26099,37676,304645,162723,134,162589,136017,26572,141922,162589,136017,26572,22687,0.593,182203,1966,166400,66254,2258,17621,11607,14732,20036,33.79999924,86871,31619,3341,4375,3300,2155,1145,20603,15691,4912,55252,224615,82835,141780
2013,4.82E+11,"Arlington city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Arlington city; Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington, Texas",tx,321,0,ACSSF,29455,48,4000,4804000,19100,Y,32100US481910004000,248332497,9690024,371267,99.62305,95.88171,3.741339,371267,242501,72139,2062,26868,163,18754,8780,280823,203033,182,202851,184161,18690,77790,202851,184161,18690,52933,0.4357,146424,1984,130000,56844,1408,24948,14049,13802,2637,30.79999924,91434,12092,3920,1143,1254,1032,222,5775,5273,502,79342,236436,34730,201706
2013,2.24E+11,"New Orleans city; New Orleans-Metairie, LA Metro Area; Louisiana","New Orleans city; New Orleans-Metairie, New Orleans-Metairie, Louisiana",la,321,0,ACSSF,7921,22,55000,2255000,35380,Y,32100US223538055000,438803381,468240430,357013,350.2116,169.4229,180.7887,357013,120087,213632,1271,10573,249,5804,5397,290180,181523,868,180655,158984,21671,108657,180655,158984,21671,37146,0.5531,190127,1957,183700,78223,2237,25220,16793,26748,7225,37.5,78318,17524,1514,1492,1707,1074,633,12811,10567,2244,60794,232630,58285,174345
2013,61254003526,"Bakersfield city; Bakersfield, CA Metro Area; California","Bakersfield city; Bakersfield, Bakersfield, California",ca,321,0,ACSSF,37839,6,3526,603526,12540,Y,32100US061254003526,368204317,3741691,352918,143.6092,142.1645,1.444675,352918,231231,29000,3982,22502,459,50397,15347,256920,165424,269,165155,144901,20254,91496,165155,144901,20254,56204,0.4458,118474,1986,179700,46383,1272,18328,11607,13192,1984,33.40000153,81648,13668,3487,1070,1631,1371,260,7480,6910,570,67980,212746,38480,174266
2013,1.25E+11,"Tampa city; Tampa-St. Petersburg-Clearwater, FL Metro Area; Florida","Tampa city; Tampa-St. Petersburg-Clearwater, Tampa-St. Petersburg-Clearwater, Florida",fl,321,0,ACSSF,19710,12,71000,1271000,45300,Y,32100US124530071000,293727878,160127838,343768,175.2347,113.409,61.82571,343768,220449,89311,2478,11911,315,9469,9835,275863,182255,2353,179902,157489,22413,93608,179902,157489,22413,43242,0.5333,160290,1975,162800,68019,1312,26431,16648,19341,4287,33.29999924,75878,12604,2251,1379,1397,972,425,7577,6455,1122,63274,220905,41635,179270
2013,1.55E+11,"Urban Honolulu CDP; Urban Honolulu, HI Metro Area; Hawaii","Urban Honolulu CDP; Urban Honolulu, Urban Honolulu, Hawaii",hi,321,0,ACSSF,2231,15,71550,1571550,46520,Y,32100US154652071550,,,340639,,,,340639,62027,5727,516,185666,27571,2282,56850,286878,183817,6451,177366,167759,9607,103061,177366,167759,9607,59359,0.4534,142767,1971,550900,72084,1929,28880,18742,17347,5186,32,74117,5988,1580,1249,558,403,155,2601,2151,450,68129,211653,24998,186655
2013,63108002000,"Anaheim city; Los Angeles-Long Beach-Anaheim, CA Metro Area; California","Anaheim city; Los Angeles-Long Beach-Anaheim, Los Angeles-Long Beach-Anaheim, California",ca,321,0,ACSSF,37850,6,2000,602000,31080,Y,32100US063108002000,,,340081,,,,340081,213018,8927,1277,52007,1794,52568,10490,258361,175800,182,175618,155012,20606,82561,175618,155012,20606,59165,0.4339,104724,1972,399100,51732,435,17250,15419,16659,1969,36.5,75269,10013,3351,907,953,802,151,4802,4201,601,65256,213683,28635,185048
2013,81974004000,"Aurora city; Denver-Aurora-Lakewood, CO Metro Area; Colorado","Aurora city; Denver-Aurora-Lakewood, Denver-Aurora-Lakewood, Colorado",co,321,0,ACSSF,6901,8,4000,804000,19740,Y,32100US081974004000,400759192,1806832,332820,155.4316,154.734,0.6976218,332820,217737,52716,3447,16070,778,24418,17654,251205,179447,1666,177781,158576,19205,71758,177781,158576,19205,50987,0.4168,130682,1982,176500,51417,902,19825,14496,14030,2164,33.59999847,79836,10385,3105,812,1239,981,258,5229,4594,635,69451,210365,31089,179276
2013,63108069000,"Santa Ana city; Los Angeles-Long Beach-Anaheim, CA Metro Area; California","Santa Ana city; Los Angeles-Long Beach-Anaheim, Los Angeles-Long Beach-Anaheim, California",ca,321,0,ACSSF,37865,6,69000,669000,31080,Y,32100US063108069000,,,328719,,,,328719,149391,4362,1648,32871,481,134510,5456,241073,163770,97,163673,146161,17512,77303,163673,146161,17512,53335,0.4134,76089,1967,334900,39318,824,13912,11686,12039,857,36.29999924,59482,11026,4674,690,1447,1301,146,4215,3872,343,48456,204311,37261,167050
2013,2.94E+11,"St. Louis city; St. Louis, MO-IL Metro Area (part); Missouri","St. Louis city; St. Louis, St. Louis, Missouri",mo,321,0,ACSSF,12513,29,65000,2965000,41180,Y,32100US294118065000,160343174,10683076,318955,66.03361,61.90885,4.124759,318955,143308,154888,793,8929,56,2889,8092,259965,170072,124,169948,145581,24367,89893,169948,145581,24367,34582,0.5033,175593,1939,119200,77936,3054,29444,17561,22673,5204,33,65731,14544,1767,1210,1480,1089,391,10087,8857,1230,51187,210360,51890,158470
2013,64014062000,"Riverside city; Riverside-San Bernardino-Ontario, CA Metro Area; California","Riverside city; Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario, California",ca,321,0,ACSSF,37883,6,62000,662000,40140,Y,32100US064014062000,210152356,788400,309150,81.44469,81.14028,0.3044029,309150,207043,20019,2947,20491,754,42965,14931,236914,148875,120,148755,127545,21210,88039,148755,127545,21210,55636,0.4412,98636,1975,235900,39503,518,14149,10979,11990,1867,36.20000076,64565,8890,3235,817,993,831,162,3845,3357,488,55675,191132,33954,157178
2013,4.82E+11,"Corpus Christi city (part); Corpus Christi, TX Metro Area; Texas","Corpus Christi city (part); Corpus Christi, Corpus Christi, Texas",tx,321,0,ACSSF,29453,48,17000,4817000,18580,Y,32100US481858017000,409853206,780974778,308993,459.7813,158.2452,301.5361,308993,261688,13941,1254,5564,142,19844,6560,238265,154358,2208,152150,139944,12206,83907,152150,139944,12206,47481,0.4563,125520,1976,113300,47719,1684,20363,11856,10716,3100,30.29999924,75250,10689,2309,1096,1286,1039,247,5998,5355,643,64561,188423,29397,159026
2013,4.24E+11,"Pittsburgh city; Pittsburgh, PA Metro Area; Pennsylvania","Pittsburgh city; Pittsburgh, Pittsburgh, Pennsylvania",pa,321,0,ACSSF,22799,42,61000,4261000,38300,Y,32100US423830061000,143399923,7693613,306062,58.33754,55.36702,2.970521,306062,203089,77400,500,14248,118,1705,9002,262121,162361,121,162240,146705,15535,99760,162240,146705,15535,39195,0.521,156224,1939,89400,68048,2850,28783,13828,18028,4559,30.10000038,61864,9703,904,876,1064,697,367,6859,5791,1068,52161,192826,42966,149860
2013,2.13E+11,"Lexington-Fayette urban county; Lexington-Fayette, KY Metro Area; Kentucky","Lexington-Fayette urban county; Lexington-Fayette, Lexington-Fayette, Kentucky",ky,321,0,ACSSF,7469,21,46027,2146027,30460,Y,32100US213046046027,734648526,4922803,300843,285.5501,283.6494,1.900705,300843,229229,43137,810,10613,146,9077,7831,243292,167426,173,167253,153591,13662,75866,167253,153591,13662,48398,0.4932,135987,1979,165800,55170,1810,23222,11464,14341,4333,30.5,71828,8771,1484,973,815,523,292,5499,4966,533,63057,194642,37529,157113
2013,3.92E+11,"Cincinnati city; Cincinnati, OH-KY-IN Metro Area (part); Ohio","Cincinnati city; Cincinnati, Cincinnati, Ohio",oh,321,0,ACSSF,19440,39,15000,3915000,17140,Y,32100US391714015000,201869928,4155439,297150,79.54684,77.94241,1.604424,297150,151050,128850,841,5941,78,2581,7809,237754,152842,68,152774,132983,19791,84912,152774,132983,19791,34116,0.5461,162315,1947,123600,78328,3267,30653,16634,21986,5788,32,61008,15056,1019,1001,1366,1088,278,11670,10585,1085,45952,189823,52912,136911
2013,21126003000,"Anchorage municipality; Anchorage, AK Metro Area; Alaska","Anchorage municipality; Anchorage, Anchorage, Alaska",ak,321,0,ACSSF,3109,2,3000,203000,11260,Y,32100US021126003000,4415108963,663860984,295237,1961.001,1704.683,256.3182,295237,195521,17339,20361,24281,6202,4718,26815,228031,169224,8744,160480,148695,11785,58807,160480,148695,11785,77454,0.4132,113278,1980,282800,41463,1379,20098,10304,7841,1841,28.39999962,69974,3798,828,262,479,438,41,2229,2158,71,66176,191816,13674,178142
2013,64470075000,"Stockton city; Stockton-Lodi, CA Metro Area; California","Stockton city; Stockton-Lodi, Stockton-Lodi, California",ca,321,0,ACSSF,37923,6,75000,675000,44700,Y,32100US064470075000,159723404,7984682,294406,64.75246,61.66956,3.082903,294406,131401,34249,3073,63453,1757,39327,21146,217347,133128,82,133046,109983,23063,84219,133046,109983,23063,46831,0.4577,100011,1978,166500,44137,979,15759,10533,14993,1873,37.20000076,66226,13291,3634,993,1936,1571,365,6728,5970,758,52935,173168,37815,135353
2013,2.73E+11,"St. Paul city; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minnesota","St. Paul city; Minneapolis-St. Paul-Bloomington, Minneapolis-St. Paul-Bloomington, Minnesota",mn,321,0,ACSSF,13300,27,58000,2758000,33460,Y,32100US273346058000,134623737,10875208,288802,56.17746,51.97852,4.198941,288802,176389,45351,2651,44868,193,7211,12139,223651,156640,34,156606,140904,15702,67011,156606,140904,15702,47010,0.4782,120077,1946,178700,55496,1620,23139,14060,14433,2244,31.79999924,61693,10670,2883,648,1265,885,380,5874,5359,515,51023,184339,37545,146794
2013,3.95E+11,"Toledo city; Toledo, OH Metro Area; Ohio","Toledo city; Toledo, Toledo, Ohio",oh,321,0,ACSSF,19466,39,77000,3977000,45780,Y,32100US394578077000,208991246,8889079,285459,84.12407,80.69198,3.432093,285459,185951,77193,1104,3202,164,6352,11493,225251,141871,159,141712,117622,24090,83380,141712,117622,24090,33317,0.4515,138382,1953,83600,52955,2140,19401,11631,15617,4166,33.40000153,66494,14808,2209,1158,1729,1332,397,9712,8328,1384,51686,177175,45651,131524
2013,3.44E+11,"Newark city; New York-Newark-Jersey City, NY-NJ-PA Metro Area (part); New Jersey","Newark city; New York-Newark-Jersey City, New York-Newark-Jersey City, New Jersey",nj,321,0,ACSSF,10903,34,51000,3451000,35620,Y,32100US343562051000,62643850,4972876,277357,26.10696,24.18693,1.920038,277357,71756,143381,944,4089,410,39996,16781,214252,134109,94,134015,107916,26099,80143,134015,107916,26099,33960,0.4708,109722,1958,243200,71361,2745,25881,18300,21234,3201,34,58642,15262,1567,856,1698,1391,307,11141,9863,1278,43380,172555,42745,129810
2013,3.72E+11,"Greensboro city; Greensboro-High Point, NC Metro Area; North Carolina","Greensboro city; Greensboro-High Point, Greensboro-High Point, North Carolina",nc,321,0,ACSSF,13660,37,28000,3728000,24660,Y,32100US372466028000,327673360,13690607,273228,131.8014,126.5154,5.285973,273228,134914,111637,1037,11428,232,7516,6464,219078,143628,384,143244,127902,15342,75450,143244,127902,15342,41120,0.5005,125852,1981,147400,52336,1705,22109,13218,12187,3117,30.79999924,64115,9627,1510,688,1275,1064,211,6154,5356,798,54488,170935,33331,137604
2013,4.82E+11,"Plano city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Plano city; Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington, Texas",tx,321,0,ACSSF,29460,48,58016,4858016,19100,Y,32100US481910058016,185394655,937663,266740,71.94331,71.58128,0.3620337,266740,186058,18875,1280,48465,245,4513,7304,206909,147923,168,147755,138816,8939,58986,147755,138816,8939,82484,0.4423,105759,1991,217800,36011,1285,18861,7767,6851,1247,26.5,71582,4110,1064,714,413,330,83,1919,1631,288,67472,172212,11815,160397
2013,3.13E+11,"Lincoln city; Lincoln, NE Metro Area; Nebraska","Lincoln city; Lincoln, Lincoln, Nebraska",ne,321,0,ACSSF,6552,31,28000,3128000,30700,Y,32100US313070028000,230804010,3229386,262365,90.36081,89.11393,1.246873,262365,228714,10952,2029,10675,197,2945,6853,208737,150924,330,150594,140423,10171,57813,150594,140423,10171,49113,0.4465,111168,1976,143200,44769,1188,21060,9960,10881,1680,29.29999924,62527,6480,1516,480,803,640,163,3681,3330,351,56047,162436,27662,134774
2013,3.23E+11,"Henderson city; Las Vegas-Henderson-Paradise, NV Metro Area; Nevada","Henderson city; Las Vegas-Henderson-Paradise, Las Vegas-Henderson-Paradise, Nevada",nv,321,0,ACSSF,3333,32,31900,3231900,29820,Y,32100US322982031900,,,261953,,,,261953,206296,15052,1295,20775,1062,7731,9742,210603,138591,399,138192,123418,14774,72012,138192,123418,14774,64489,0.4345,114681,1997,213700,36464,970,17456,8350,7882,1806,28.79999924,68222,4727,979,1017,808,644,164,1923,1749,174,63495,162704,14986,147718
2013,3.62E+11,"Buffalo city; Buffalo-Cheektowaga-Niagara Falls, NY Metro Area; New York","Buffalo city; Buffalo-Cheektowaga-Niagara Falls, Buffalo-Cheektowaga-Niagara Falls, New York",ny,321,0,ACSSF,26390,36,11000,3611000,15380,Y,32100US361538011000,104594197,31364094,260568,52.49379,40.38405,12.10975,260568,130756,97939,1378,9889,105,11589,8912,207486,124262,60,124202,107102,17100,83224,124202,107102,17100,30942,0.5009,134839,1939,66600,64783,2985,23635,12889,21546,3728,34.20000076,58577,15625,2437,751,1672,1314,358,10765,9472,1293,42952,163543,44726,118817
2013,1.82E+11,"Fort Wayne city; Fort Wayne, IN Metro Area; Indiana","Fort Wayne city; Fort Wayne, Fort Wayne, Indiana",in,321,0,ACSSF,11004,18,25000,1825000,23060,Y,32100US182306025000,286500436,553423,254435,110.8321,110.6184,0.2136778,254435,189136,40573,865,8078,204,7401,8178,194601,127930,121,127809,113712,14097,66671,127809,113712,14097,43969,0.4457,113145,1968,99900,36666,1673,16850,7308,8285,2550,28.20000076,62365,9075,1818,923,1111,740,371,5223,4619,604,53290,153743,26179,127564
2013,3.44E+11,"Jersey City city; New York-Newark-Jersey City, NY-NJ-PA Metro Area (part); New Jersey","Jersey City city; New York-Newark-Jersey City, New York-Newark-Jersey City, New Jersey",nj,321,0,ACSSF,10901,34,36000,3436000,35620,Y,32100US343562036000,,,251717,,,,251717,88566,65604,1206,60922,37,27598,7784,205265,141512,92,141420,126011,15409,63753,141420,126011,15409,58206,0.4962,110031,1952,328100,67325,2946,30635,14394,16188,3162,28.79999924,58356,9058,1743,960,847,592,255,5508,4699,809,49298,174718,27451,147267
